(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(1, 116, 209)
(2, 115, 207)
(2, 115, 207)
(2, 115, 207)
(2, 115, 207)
(2, 115, 207)
(2, 115, 207)
(2, 115, 207)
(2, 115, 207)
(0, 113, 205)
(0, 113, 205)
(0, 113, 205)
(0, 113, 205)
(0, 113, 205)
(0, 113, 205)
(0, 113, 205)
(0, 113, 205)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(1, 112, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 111, 204)
(2, 110, 201)
(2, 110, 201)
(2, 110, 201)
(2, 110, 201)
(2, 110, 201)
(2, 110, 201)
(2, 110, 201)
(2, 110, 201)
(0, 108, 199)
(0, 108, 199)
(0, 108, 199)
(0, 108, 199)
(0, 108, 199)
(0, 108, 199)
(0, 108, 199)
(0, 108, 199)
(0, 109, 200)
(0, 109, 200)
(0, 109, 200)
(0, 109, 200)
(1, 109, 200)
(1, 109, 200)
(1, 109, 200)
(1, 109, 200)
(1, 109, 200)
(1, 109, 200)
(3, 108, 200)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(1, 106, 198)
(1, 106, 198)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(2, 107, 199)
(0, 104, 199)
(0, 104, 199)
(0, 104, 199)
(0, 104, 199)
(0, 105, 197)
(0, 105, 197)
(0, 105, 197)
(0, 105, 197)
(0, 105, 197)
(0, 105, 197)
(0, 105, 196)
(0, 105, 196)
(0, 105, 196)
(0, 105, 196)
(0, 105, 196)
(0, 105, 196)
(1, 104, 196)
(1, 104, 196)
(1, 104, 196)
(1, 104, 196)
(1, 104, 196)
(1, 104, 196)
(1, 104, 196)
(1, 104, 196)
(0, 103, 195)
(0, 103, 195)
(0, 103, 195)
(0, 103, 195)
(0, 103, 195)
(0, 103, 195)
(0, 103, 195)
(0, 103, 195)
(2, 103, 195)
(2, 103, 195)
(2, 103, 195)
(1, 102, 194)
(1, 102, 194)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(0, 101, 193)
(2, 101, 194)
(2, 101, 194)
(2, 101, 194)
(2, 101, 194)
(2, 101, 194)
(2, 101, 194)
(2, 101, 194)
(2, 101, 194)
(1, 100, 193)
(1, 100, 193)
(1, 100, 193)
(1, 100, 193)
(1, 100, 193)
(1, 100, 193)
(1, 100, 193)
(1, 100, 193)
(2, 100, 191)
(2, 100, 191)
(2, 100, 191)
(2, 100, 191)
(2, 100, 191)
(2, 100, 191)
(2, 100, 191)
(2, 100, 191)
(0, 98, 189)
(0, 98, 189)
(0, 98, 189)
(0, 98, 189)
(0, 98, 189)
(0, 98, 189)
(0, 98, 189)
(0, 98, 189)
(1, 100, 191)
(1, 100, 191)
(1, 100, 191)
(1, 100, 191)
(1, 100, 191)
(1, 100, 191)
(1, 100, 191)
(1, 100, 191)
(0, 99, 190)
(0, 99, 190)
(0, 99, 190)
(0, 99, 190)
(0, 99, 190)
(0, 99, 190)
(0, 99, 190)
(0, 99, 190)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(1, 96, 186)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(0, 94, 184)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 94, 181)
(2, 94, 181)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
