(2, 94, 179)
(2, 94, 179)
(2, 94, 179)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(2, 93, 182)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(3, 94, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(1, 95, 183)
(0, 96, 183)
(0, 96, 183)
(0, 96, 183)
(0, 96, 183)
(0, 96, 183)
(0, 96, 183)
(0, 96, 183)
(0, 96, 183)
(1, 97, 184)
(1, 97, 184)
(1, 97, 184)
(1, 97, 184)
(1, 97, 184)
(1, 97, 184)
(1, 97, 184)
(1, 97, 184)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(2, 97, 187)
(0, 98, 187)
(0, 98, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(0, 99, 187)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(2, 100, 189)
(1, 101, 189)
(2, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(1, 102, 190)
(2, 103, 191)
(2, 103, 191)
(0, 104, 191)
(1, 105, 192)
(0, 104, 191)
(0, 104, 191)
(0, 105, 191)
(0, 105, 191)
(0, 105, 191)
(0, 105, 191)
(0, 105, 191)
(0, 105, 191)
(0, 107, 195)
(0, 107, 195)
(0, 107, 195)
(0, 107, 195)
(0, 107, 195)
(0, 107, 195)
(0, 107, 195)
(0, 107, 195)
(0, 108, 196)
(0, 108, 196)
(0, 108, 196)
(0, 108, 196)
(0, 108, 196)
(0, 108, 196)
(0, 108, 196)
(0, 108, 196)
(0, 109, 196)
(0, 109, 196)
(0, 109, 196)
(0, 109, 196)
(0, 109, 196)
(0, 109, 196)
(0, 109, 196)
(0, 109, 196)
(0, 110, 197)
(0, 110, 197)
(0, 110, 197)
(0, 110, 197)
(0, 110, 197)
(0, 110, 197)
(0, 110, 197)
(0, 110, 197)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(0, 110, 199)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(2, 112, 201)
(1, 112, 201)
(1, 112, 201)
(1, 112, 201)
(1, 112, 201)
(1, 112, 201)
(1, 112, 201)
(1, 112, 201)
(1, 112, 201)
(3, 114, 203)
(3, 114, 203)
(3, 114, 203)
(3, 114, 203)
(3, 114, 203)
(3, 114, 203)
(3, 114, 203)
(1, 115, 203)
(0, 116, 203)
(0, 116, 203)
(0, 116, 203)
(0, 116, 203)
(0, 116, 203)
(0, 116, 203)
(0, 116, 203)
(0, 116, 203)
(0, 117, 204)
(0, 117, 204)
(0, 117, 204)
(0, 117, 204)
(0, 117, 204)
(0, 117, 204)
(0, 117, 204)
(0, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(1, 117, 204)
(2, 118, 205)
(2, 118, 205)
(2, 118, 205)
(1, 119, 206)
(1, 119, 206)
(0, 120, 206)
(0, 120, 206)
(0, 120, 206)
(0, 121, 206)
(0, 121, 206)
(0, 121, 207)
(0, 121, 207)
(1, 123, 209)
(1, 123, 209)
(0, 123, 209)
(0, 123, 209)
(0, 123, 211)
(0, 123, 211)
(0, 123, 211)
(0, 123, 211)
(0, 122, 208)
(0, 122, 208)
(0, 122, 208)
(0, 122, 208)
(0, 122, 208)
(0, 122, 208)
(0, 122, 208)
(0, 122, 208)
(0, 124, 210)
(0, 124, 210)
(0, 124, 210)
(0, 124, 210)
(0, 124, 210)
(0, 124, 210)
(0, 124, 210)
(0, 124, 210)
(1, 123, 209)
(1, 123, 209)
(1, 123, 209)
(1, 123, 209)
(1, 123, 209)
(1, 123, 209)
(1, 123, 209)
(1, 123, 209)
(3, 125, 211)
(3, 125, 211)
(3, 125, 211)
(3, 125, 211)
(3, 125, 211)
(3, 125, 211)
(3, 125, 211)
(1, 125, 211)
(2, 126, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(1, 127, 212)
(0, 128, 212)
(0, 128, 212)
(0, 128, 212)
(0, 128, 212)
(0, 128, 212)
(0, 128, 212)
(0, 128, 212)
(0, 128, 212)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 130, 214)
(1, 131, 215)
(1, 131, 215)
(1, 131, 215)
(1, 131, 215)
(1, 131, 215)
(1, 131, 215)
(1, 131, 215)
(1, 131, 215)
(3, 133, 217)
(3, 133, 217)
(3, 133, 217)
(3, 133, 217)
